NOME DE PREGÃO,SEGMENTO,Demonstrações Financeiras do Exercício,Unnamed: 3,Unnamed: 4,Unnamed: 5,Assembléia Geral Ordinária,Unnamed: 7,Formulário de Referência,Unnamed: 9,Reunião Pública com Analistas,Unnamed: 11,Informações do 1º Trimestre - ITR,Unnamed: 13,Informações do 2º Trimestre - ITR,Unnamed: 15,Informações do 3º Trimestre - ITR,Unnamed: 17,Apresentação Pública sobre Divulgação de Resultados,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Atualizado,2020-10-16 00:00:00
,,Demonstrações Financeiras Anuais Completas,,Padronizadas - DFP,,,,,,,,,,,,,,Exercício Social,,1º trimestre,,2º trimestre,,3º trimestre,,,,
,,Previsão,Entrega,Previsão,Entrega,Previsão,Realização ,Previsão,Entrega,Previsão,Disponibilização do Material,Previsão,Entrega,Previsão,Entrega,Previsão,Entrega,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,Previsão,Disponibilização do Material,,,
ABC BRASIL,N2,2020-02-06 00:00:00,2020-02-06 00:00:00,2020-02-06 00:00:00,2020-02-06 00:00:00,2020-04-17 00:00:00,2020-04-17 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-11-01 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-11-04 00:00:00,,,,,,,,,,,,
AES TIETE E,N2,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-02-27 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-11-16 00:00:00,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-11-05 00:00:00,,,,,,,,,,,,
ALIANSCSONAE,NM,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-20 00:00:00,2020-05-20 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-11 00:00:00,,2020-03-12 00:00:00,,2020-05-21 00:00:00,2020-05-21 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,
ALLIAR,NM,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-19 00:00:00,2020-05-19 00:00:00,2020-08-20 00:00:00,2020-08-20 00:00:00,2020-11-12 00:00:00,,2020-03-18 00:00:00,,2020-05-13 00:00:00,2020-05-20 00:00:00,2020-08-21 00:00:00,2020-08-21 00:00:00,2020-11-13 00:00:00,,,,
ALPARGATAS,N1,2020-02-07 00:00:00,2020-02-07 00:00:00,2020-02-07 00:00:00,2020-02-07 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-05 00:00:00,2020-06-05 00:00:00,2020-12-01 00:00:00,,2020-05-05 00:00:00,2020-05-05 00:00:00,2020-08-04 00:00:00,2020-08-04 00:00:00,2020-11-04 00:00:00,,,,,,,,,,,,
ALPER S.A.,NM,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-06-15 00:00:00,2020-06-15 00:00:00,2020-06-25 00:00:00,2020-06-25 00:00:00,,,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-04 00:00:00,,2020-03-27 00:00:00,,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-05 00:00:00,,,,
ALUPAR,N2,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-12-08 00:00:00,,2020-06-01 00:00:00,2020-06-01 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-11 00:00:00,,,,,,,,,,,,
AMBIPAR,NM,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-06-18 00:00:00,2020-06-18 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,,,2020-05-13 00:00:00,2020-05-13 00:00:00,2020-08-10 00:00:00,2020-08-10 00:00:00,2020-11-11 00:00:00,,2020-02-20 00:00:00,,2020-05-13 00:00:00,,2020-08-11 00:00:00,,2020-11-12 00:00:00,,,,
ANIMA,NM,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-03-11 00:00:00,2020-04-24 00:00:00,2020-04-29 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-03-11 00:00:00,,2020-05-15 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-05-14 00:00:00,2020-11-13 00:00:00,,,,
AREZZO CO,NM,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-03-04 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-27 00:00:00,2020-05-27 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-10-29 00:00:00,,2020-03-05 00:00:00,,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-08-14 00:00:00,2020-05-28 00:00:00,2020-10-30 00:00:00,,,,
ATMASA,NM,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-08-01 00:00:00,,,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-11-16 00:00:00,,2020-03-20 00:00:00,,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-08-28 00:00:00,2020-06-30 00:00:00,2020-11-17 00:00:00,,,,
AZUL,N2,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-04-29 00:00:00,2020-04-29 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-12-16 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-05 00:00:00,,,,,,,,,,,,
B2W DIGITAL,NM,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-10-29 00:00:00,,2020-02-21 00:00:00,,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-10-30 00:00:00,,,,
B3,NM,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-03-06 00:00:00,,2020-05-15 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-13 00:00:00,,,,
BAHEMA,MA,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-31 00:00:00,2020-05-31 00:00:00,,,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-08-28 00:00:00,2020-08-28 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
BANCO BMG,N1,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-02-14 00:00:00,2020-02-13 00:00:00,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-05 00:00:00,,,,,,,,,,,,
BANCO INTER,N2,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-12-01 00:00:00,,2020-05-19 00:00:00,2020-05-19 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
BANCO PAN,N1,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-06-05 00:00:00,2020-06-05 00:00:00,2020-11-01 00:00:00,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-04 00:00:00,2020-08-04 00:00:00,2020-11-04 00:00:00,,,,,,,,,,,,
BANRISUL,N1,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-02-11 00:00:00,2020-07-24 00:00:00,2020-07-24 00:00:00,2020-07-31 00:00:00,2020-07-01 00:00:00,2020-11-16 00:00:00,,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-10 00:00:00,,,,,,,,,,,,
BBMLOGISTICA,MA,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-02-12 00:00:00,2020-05-22 00:00:00,2020-05-22 00:00:00,2020-02-14 00:00:00,2020-02-14 00:00:00,,,2020-06-26 00:00:00,2020-06-26 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
BBSEGURIDADE,NM,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-02-10 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-04 00:00:00,2020-05-04 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-11-03 00:00:00,,2020-02-10 00:00:00,,2020-05-05 00:00:00,2020-05-04 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-11-03 00:00:00,,,,
BIOMM,MA,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-11-06 00:00:00,,,,,,,,,,,,
BIOSEV,NM,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-09-02 00:00:00,,2020-09-30 00:00:00,,,,2020-09-19 00:00:00,2020-09-18 00:00:00,2020-11-12 00:00:00,2020-09-17 00:00:00,2021-02-11 00:00:00,,2020-07-28 00:00:00,,2020-09-18 00:00:00,2020-09-17 00:00:00,2020-11-13 00:00:00,,2021-02-12 00:00:00,,,,
BK BRASIL,NM,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-02-19 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,,,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-05 00:00:00,,2020-02-20 00:00:00,,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-11-06 00:00:00,,,,
BOA VISTA,NM,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-24 00:00:00,,2020-07-27 00:00:00,2020-07-27 00:00:00,,,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-11-13 00:00:00,,2020-07-27 00:00:00,,2020-07-27 00:00:00,,2020-07-27 00:00:00,,2020-11-13 00:00:00,,,,
BR BROKERS,NM,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-11-13 00:00:00,,2020-03-31 00:00:00,,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-08-03 00:00:00,2020-08-03 00:00:00,2020-11-16 00:00:00,,,,
BR MALLS PAR,NM,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-03-12 00:00:00,2020-07-31 00:00:00,2020-07-02 00:00:00,2020-07-29 00:00:00,2020-07-29 00:00:00,,,2020-06-04 00:00:00,2020-06-04 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,2020-03-13 00:00:00,,2020-06-05 00:00:00,2020-06-04 00:00:00,2020-08-14 00:00:00,2020-08-19 00:00:00,2020-11-13 00:00:00,,,,
BR PROPERT,NM,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-04-24 00:00:00,2020-04-24 00:00:00,2020-06-17 00:00:00,2020-06-17 00:00:00,,,2020-05-06 00:00:00,2020-05-06 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-11-04 00:00:00,,2020-02-06 00:00:00,,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-05 00:00:00,,,,
BRADESCO,N1,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-02-05 00:00:00,2020-03-10 00:00:00,2020-03-10 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-11-10 00:00:00,,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-10-28 00:00:00,,,,,,,,,,,,
BRADESPAR,N1,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-03-26 00:00:00,2020-07-28 00:00:00,2020-07-28 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-12-01 00:00:00,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,,,,,,,,,
BRASIL,NM,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-02-13 00:00:00,2020-07-30 00:00:00,2020-07-30 00:00:00,2020-06-26 00:00:00,2020-06-26 00:00:00,,,2020-05-07 00:00:00,2020-05-07 00:00:00,2020-08-06 00:00:00,2020-08-06 00:00:00,2020-11-05 00:00:00,,2020-02-14 00:00:00,,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-07 00:00:00,2020-08-07 00:00:00,2020-11-06 00:00:00,,,,
BRASILAGRO,NM,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-08-27 00:00:00,2020-10-16 00:00:00,,2020-11-30 00:00:00,,,,2020-11-04 00:00:00,,2021-02-08 00:00:00,,2021-05-10 00:00:00,,2020-08-28 00:00:00,,2020-11-05 00:00:00,,2021-02-09 00:00:00,,2021-05-11 00:00:00,,,,
BRASKEM,N1,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-04-03 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-12-01 00:00:00,,2020-06-02 00:00:00,2020-06-02 00:00:00,2020-08-05 00:00:00,2020-08-05 00:00:00,2020-11-05 00:00:00,,,,,,,,,,,,
BRF SA,NM,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-03-03 00:00:00,2020-04-27 00:00:00,2020-04-27 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,,,2020-05-11 00:00:00,2020-05-10 00:00:00,2020-08-12 00:00:00,2020-08-12 00:00:00,2020-11-09 00:00:00,,2020-03-03 00:00:00,,2020-05-11 00:00:00,2020-05-15 00:00:00,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-11-10 00:00:00,,,,
BRQ,MA,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-04-20 00:00:00,2020-04-20 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
BTGP BANCO,N2,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-02-14 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-06-22 00:00:00,2020-06-22 00:00:00,2020-11-24 00:00:00,,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-08-11 00:00:00,2020-08-11 00:00:00,2020-11-10 00:00:00,,,,,,,,,,,,
CAMIL,NM,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-06-30 00:00:00,2020-06-30 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,,,2020-07-07 00:00:00,2020-07-07 00:00:00,2020-10-08 00:00:00,,2021-01-07 00:00:00,,2020-05-13 00:00:00,,2020-07-08 00:00:00,2020-07-07 00:00:00,2020-10-09 00:00:00,2020-10-08 00:00:00,2021-01-08 00:00:00,,,,
CARREFOUR BR,NM,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,2020-04-14 00:00:00,2020-04-14 00:00:00,2020-06-15 00:00:00,2020-06-15 00:00:00,,,2020-05-11 00:00:00,2020-05-11 00:00:00,2020-07-27 00:00:00,2020-07-27 00:00:00,2020-11-10 00:00:00,,2020-02-21 00:00:00,,2020-05-12 00:00:00,2020-05-12 00:00:00,2020-07-28 00:00:00,2020-07-28 00:00:00,2020-11-11 00:00:00,,,,
CCR SA,NM,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00,2020-04-09 00:00:00,2020-04-09 00:00:00,2020-06-12 00:00:00,2020-06-12 00:00:00,,,2020-05-14 00:00:00,2020-05-14 00:00:00,2020-08-14 00:00:00,2020-08-13 00:00:00,2020-11-11 00:00:00,,2020-03-06 00:00:00,,2020-05-15 00:00:00,2020-05-14 00:00:00,2020-08-17 00:00:00,2020-08-13 00:00:00,2020-11-12 00:00:00,,,,
CEA MODAS,NM,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-03-19 00:00:00,2020-06-26 00:00:00,2020-06-26 00:00:00,2020-07-10 00:00:00,2020-07-10 00:00:00,,,2020-05-27 00:00:00,2020-05-27 00:00:00,2020-08-19 00:00:00,2020-08-19 00:00:00,2020-11-12 00:00:00,,2020-03-20 00:00:00,,2020-05-28 00:00:00,2020-05-28 00:00:00,2020-08-20 00:00:00,2020-08-20 00:00:00,2020-11-13 00:00:00,,,,
CEDRO,N1,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-07-31 00:00:00,2020-11-17 00:00:00,,2020-06-29 00:00:00,2020-06-29 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
CEEE-D,N1,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-12-09 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
CEEE-GT,N1,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-03-30 00:00:00,2020-04-30 00:00:00,2020-04-30 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-12-09 00:00:00,,2020-05-15 00:00:00,2020-05-15 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
CELESC,N2,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-03-27 00:00:00,2020-04-28 00:00:00,2020-04-28 00:00:00,2020-07-20 00:00:00,2020-07-20 00:00:00,2020-05-29 00:00:00,2020-05-29 00:00:00,2020-05-08 00:00:00,2020-05-08 00:00:00,2020-08-14 00:00:00,2020-08-14 00:00:00,2020-11-13 00:00:00,,,,,,,,,,,,
